Title,Category,Rating,Year,Length,Type,Age,Genre,URL
Classic Rock Awards,['self'],,2017,,TV Special,,"['Documentary', 'Music']",https://www.imdb.com/title/tt6495432/?ref_=nm_flmg_slf_38
Celebrity Page,"['self', 'archive footage']",2.3/10,2013–,30m,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt3503424/?ref_=nm_flmg_slf_39
Rolling Stone: Stories from the Edge,['self'],7.3/10,2017,4h,Movie,TV-MA,"['Documentary', 'Music']",https://www.imdb.com/title/tt7604980/?ref_=nm_flmg_slf_40
Good Morning Britain,"['self', 'archive footage']",3.1/10,2014–,2h 30m,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt3644198/?ref_=nm_flmg_slf_41
The Graham Norton Show,"['self', 'archive footage']",8.4/10,2007–,1h,TV Series,TV-14,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0924651/?ref_=nm_flmg_slf_42
Dead Men Tell More Tales: The Making of a New Adventure,['self'],8.9/10,2017,48m,Video,,['Documentary'],https://www.imdb.com/title/tt7493536/?ref_=nm_flmg_slf_43
Extra,"['self', 'archive footage']",3.2/10,1994–,30m,TV Series,TV-PG,[],https://www.imdb.com/title/tt0247094/?ref_=nm_flmg_slf_45
The Insider,"['self', 'archive footage']",2.6/10,2004–2017,30m,TV Series,TV-PG,['News'],https://www.imdb.com/title/tt0430836/?ref_=nm_flmg_slf_46
Jimmy Kimmel Live!,['self'],6.5/10,2003–,1h,TV Series,TV-14,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0320037/?ref_=nm_flmg_slf_47
The Ellen DeGeneres Show,['self'],6.7/10,2003–2022,1h,TV Series,TV-G,['Comedy'],https://www.imdb.com/title/tt0379623/?ref_=nm_flmg_slf_48
The 43rd Annual People's Choice Awards,['self'],5.7/10,2017,,TV Special,,[],https://www.imdb.com/title/tt6438974/?ref_=nm_flmg_slf_49
David Blaine: Beyond Magic,['self'],7.2/10,2016,42m,TV Movie,,['Documentary'],https://www.imdb.com/title/tt6265614/?ref_=nm_flmg_slf_50
Hope and Healing Award Concert,['self'],8.5/10,2016,,Movie,,[],https://www.imdb.com/title/tt6492702/?ref_=nm_flmg_slf_51
Tales of the Wild,['self'],8.5/10,2016,,TV Movie,,[],https://www.imdb.com/title/tt6137546/?ref_=nm_flmg_slf_52
Access Hollywood,"['self', 'archive footage']",3.1/10,1996–,30m,TV Series,TV-PG,['News'],https://www.imdb.com/title/tt0167515/?ref_=nm_flmg_slf_53
"Black Mass: Deepest Cover, Darkest Crime",['self'],6.9/10,2016,23m,Video,,['Documentary'],https://www.imdb.com/title/tt5510824/?ref_=nm_flmg_slf_54
Johnny Depp: Becoming Whitey Bulger,['self'],9.4/10,2016,12m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5510828/?ref_=nm_flmg_slf_55
E! Live from the Red Carpet,['self'],3.7/10,1995–,4h,TV Series,Unrated,[],https://www.imdb.com/title/tt4346344/?ref_=nm_flmg_slf_56
The 42nd Annual People's Choice Awards,['self'],7.3/10,2016,2h,TV Special,,[],https://www.imdb.com/title/tt5344290/?ref_=nm_flmg_slf_57
